study_accession,triage_verdict,outcome,confidence,reason_code,evidence,model,decision_stage,note,n_infant_samples_est,body_site_call,slot,validator_ok,validator_msg,study_title,n_samples,n_runs,first_public_min,sig_infant_hit,sig_infant_title,screen_haiku,linked_infant_paper,universe_slice,catalog_status,assessed_downstream,recov_age,recov_antibiotics,recov_delivery,recov_feeding,recov_preterm,recov_probiotic,cohort_id,cohort_name,cohort_crosswalk_names,n_biosample_infant_flagged,n_linked_papers,linked_pmids,median_gbp,median_read_len,paired_share,instrument_model_top,generation_top,timepoint_class,country_top,worklist_rank,expected_field_yield,effort_class,controlled_access,n_biosamples,sample_unit,cov_probiotic_exposure,cov_preterm_status,cov_gestational_age_weeks,cov_delivery_mode,cov_feeding_mode,cov_antibiotic_exposure,cov_age_at_collection_days,cov_birth_weight_grams,cov_country,cov_maternal_antibiotics,cov_hmo_supplementation,cov_nec_status,cov_health_condition,cov_multiple_birth,cov_sibling_in_study,cov_geo_subregion,n_unique_infants_est,max_timepoints,longitudinal,n_mothers,n_infant_scope_samples,ena_url,ncbi_url,n_age_scope_infant,n_adult_flagged,n_age_unknown_mixed_study,n_age_unknown_no_study_estimate,n_infant_evidenced,n_non_infant_role,n_study_all_infant,mixed_age_deposit,n_infant_role_samples,n_infant_samples_with_subject,n_unique_infants_source,n_unique_infants_upper,n_unique_infants_display,n_sample_rows,n_biosamples_shared_with_other_study,sp_n_samples_profiled,sp_frac_samples_profiled,sp_median_bifidobacterium_ra,sp_median_shannon_genus,sp_n_runs_profiled,sp_frac_runs_profiled,sp_coverage_class,sp_frac_runs_flagged,sp_frac_low_complexity_profiled,sp_frac_low_depth_profiled,sp_median_spf,sp_median_known_species_fraction,sp_auditor_attention,sp_auditor_reason,first_author,last_author,n_authors,n_author_papers,organisations,sp_median_scope,sp_n_samples_panel,sp_panel_scope,sp_coverage_note,n_catalog_scope,n_excluded_host_or_isolate,n_body_site_excluded,n_run_units,n_parent_biosamples,shared_biosample_note
PRJNA1404625,include,included,0.95,,"[{""source"": ""study.title"", ""quote"": ""role of the infant gut microbiome in rotavirus vaccine efficacy""}, {""source"": ""sample.title"", ""quote"": ""Infant gut microbiome, [RB109_M4]""}, {""source"": ""run.library_strategy"", ""quote"": ""WGS""}]",claude-opus-5,opus_adjudication,,835.0,stool/gut,triage_verdict,True,,Investigating the role of the infant gut microbiome in rotavirus vaccine efficacy,835,835,2026-01-20,True,True,yes,False,enumeration_v1,included,True,R0,R0,R0,R0,R0,R0,COH0384,singleton study PRJNA1404625,Breast Milk,835,0,,1.5466661,147.24009014802093,1.0,Illumina NovaSeq 6000,gen3,single_timepoint,Panama: Panama City,318.0,0.5,abstract_only,False,835,biosample,0.0,0.0,0.0,0.9904191616766467,0.9281437125748503,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,337.0,3.0,True,0,835,https://www.ebi.ac.uk/ena/browser/view/PRJNA1404625,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1404625,835,0,0,0,835,0,0,False,835,835,subject_ids,337.0,337,835,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,,,0,0,University of California San Diego,no_profiled_samples,0,no_profiled_samples,,835,0,0,0,0,
PRJNA1406796,include,included,0.8,,"[{""source"": ""study.description"", ""quote"": ""Prolonged acute gastroenteritis in infants often poses a diagnostic challenge""}, {""source"": ""sample.attr.isolate"", ""quote"": ""Acute gastroenteritis""}, {""source"": ""run.library_strategy"", ""quote"": ""WGS""}]",claude-fable-5-1,session_model_review,"human-review pass (frame b83bd6c7 artifact): Egyptian deposit of 30 deep NovaSeq stool metagenomes from a prolonged-gastroenteritis workup; the study description names infants and prolonged pediatric diarrhoea as the subject population. No paper and no per-sample ages, so the count is the whole deposit on the description's wording.",30.0,stool,triage_verdict,True,,Metagenomic Identification,30,30,2026-01-25,False,False,yes,False,enumeration_v1,included,True,R0,R0,R0,R0,R0,R0,COH0385,singleton study PRJNA1406796,,0,0,,8.794330435500001,147.56866947649638,1.0,Illumina NovaSeq 6000,gen3,single_timepoint,Egypt,396.0,0.5,abstract_only,False,30,biosample,,,,,,,,,,,,,,,,,1.0,1.0,False,0,0,https://www.ebi.ac.uk/ena/browser/view/PRJNA1406796,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1406796,30,0,0,0,0,0,30,False,30,30,subject_ids,1.0,1,30,0,29,0.9667,,,29,0.9667,partial,0.0,0.0345,0.0,,,False,,,,0,0,Embryo,fallback:no_catalog_scope_samples,0,fallback:no_catalog_scope_samples,,0,0,30,0,0,
PRJNA1413407,include,included,0.8166666666666668,,"[{""source"": ""study.description"", ""quote"": ""early-life gut microbiome to brain function and development, using infant fecal samples""}, {""source"": ""run.library_source"", ""quote"": ""METAGENOMIC""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,108.0,,triage_verdict,True,,Microbial-based integrated model to measure and module brain development and function,108,108,2026-01-25,False,False,yes,False,enumeration_v1,included,True,R0,R0,R0,R0,R0,R0,COH0386,singleton study PRJNA1413407,,108,0,,2.905897907,151.0,1.0,Illumina NovaSeq 6000,gen3,single_timepoint,Ireland: Cork,356.0,0.5,abstract_only,False,108,biosample,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,6.0,True,0,108,https://www.ebi.ac.uk/ena/browser/view/PRJNA1413407,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1413407,108,0,0,0,108,0,0,False,108,108,subject_ids,32.0,32,108,0,107,0.9907,0.787355,0.809668263710879,107,0.9907,partial,0.0,0.1869,0.0,90.86,96.32999999999998,False,,,,0,0,Baylor College of Medicine,catalog_scope_adequate_depth,107,catalog_scope_adequate_depth,,108,0,0,0,0,
PRJNA1414141,include,included,0.7999999999999999,,"[{""source"": ""study.title"", ""quote"": ""Gut Microbiome Dysbiosis in Neonatal Lupus""}, {""source"": ""study.description"", ""quote"": ""metagenomic sequencing data from neonates to investigate gut microbiome""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,,triage_verdict,True,,Gut Microbiome Dysbiosis in Neonatal Lupus,90,90,2026-08-13,True,False,,False,enumeration_v1,included,True,R0,R0,R0,R0,R0,R0,COH0387,singleton study PRJNA1414141,,90,0,,,,1.0,DNBSEQ-T7,mgi,single_timepoint,China: Suzhou,364.0,0.5,abstract_only,False,90,biosample,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,False,0,90,https://www.ebi.ac.uk/ena/browser/view/PRJNA1414141,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1414141,90,0,0,0,90,0,0,False,90,90,subject_ids_all_distinct,90.0,≤ 90 (one subject id per sample),90,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,,,0,0,Children's Hospital of Soochow University,no_profiled_samples,0,no_profiled_samples,,90,0,0,0,0,
PRJNA1425751,include,included,0.88,,"[{""source"": ""study.description"", ""quote"": ""collected neonatal feces with jaundice""}, {""source"": ""run.library_strategy"", ""quote"": ""{\""WGS\"": 383}""}, {""source"": ""study.title"", ""quote"": ""Gut metagenome""}]",claude-opus-5,opus_adjudication,discovery=frame_free_sweep; ENA taxon=(blank),383.0,,triage_verdict,True,,Gut metagenome,383,383,2026-04-19,False,False,,False,growth_frame_free_sweep_2026-09-24,included,True,R3,R3,R3,R3,R3,R3,COH2356,singleton study PRJNA1425751,,0,1,41994268,6.5739024,150.0,1.0,Illumina NovaSeq 6000,gen3,single_timepoint,,136.0,4.0,fulltext_only,False,383,biosample,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,False,0,383,https://www.ebi.ac.uk/ena/browser/view/PRJNA1425751,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1425751,383,0,0,0,383,0,0,False,383,0,no_subject_evidence,383.0,"unknown (≤ 383, no subject evidence)",383,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,Zhang F,,13,1,Shanghai Ocean University,no_profiled_samples,0,no_profiled_samples,,383,0,0,0,0,
PRJNA1428929,include,included,0.9566666666666667,,"[{""source"": ""study.description"", ""quote"": ""60 preterm infants (born <37 weeks""}, {""source"": ""study.description"", ""quote"": ""meconium and at 3 months corrected age""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,,triage_verdict,True,,Gut Microbiota and Metabolome Signatures in Preterm Infants with High versus Low Risk for Neurodevelopmental Impairment,120,120,2026-06-30,True,False,,True,enumeration_v1,included,True,R3,R3,R3,R3,R3,R3,COH0104,Tian 2026 China,,0,1,42022809,7.69410465,150.0,1.0,Illumina NovaSeq X Plus,gen3,single_timepoint,"China: Longgang District, Shenzhen City, Guangdong Province",186.0,4.0,fulltext_only,False,120,biosample,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,False,0,120,https://www.ebi.ac.uk/ena/browser/view/PRJNA1428929,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1428929,120,0,0,0,120,0,0,False,0,0,no_infant_role_samples,,unknown (no infant-role samples),120,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,Tian YP,Lv ZH,16,1,Shenzhen Longgang District Maternity & Child Healthcare Hospital,no_profiled_samples,0,no_profiled_samples,,120,0,0,0,0,
PRJNA1435557,include,included,0.6,,"[{""source"": ""study.description"", ""quote"": ""pathogen in children under 5 years old""}, {""source"": ""study.description"", ""quote"": ""microbial epitopes associated with RV and non-RV AGE in Malaysian children""}, {""source"": ""run.library_strategy"", ""quote"": ""WGS""}]",claude-fable-5-1,session_model_review,"human-review pass (frame b83bd6c7 artifact): Universiti Teknologi Malaysia rotavirus/non-rotavirus acute gastroenteritis deposit, 13 deep stool metagenomes from Sabah children. The under-5 wording is in the description's disease background rather than an explicit cohort age range and no paper exists, so the include rests on rotavirus AGE cohorts being concentrated in the 6-24-month band; estimate ",7.0,stool,triage_verdict,True,,ROLE OF GUT MICROBIOME AND MICROBIAL EPITOPE IN ROTAVIRUS INFECTION AMONG MALAYSIAN CHILDREN,13,13,2026-03-17,False,False,yes,False,enumeration_v1,included,True,R0,R0,R0,R0,R0,R0,COH0388,singleton study PRJNA1435557,,0,0,,15.862737,150.0,1.0,Illumina NovaSeq 6000,gen3,single_timepoint,"Malaysia:Sabah,Kota Kinabalu",410.0,0.5,abstract_only,False,13,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,False,0,13,https://www.ebi.ac.uk/ena/browser/view/PRJNA1435557,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1435557,0,0,13,0,0,0,0,True,0,0,no_infant_role_samples,,unknown (no infant-role samples),13,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,,,0,0,UNIVERSITI TEKNOLOGI MALAYSIA,no_profiled_samples,0,no_profiled_samples,,0,0,0,0,0,
PRJNA1445880,include,included,0.92,,"[{""source"": ""study.title"", ""quote"": ""Infant gut microbiome samples""}, {""source"": ""study.description"", ""quote"": ""development of the early-life gut microbiome""}, {""source"": ""run.library_strategy"", ""quote"": ""WGS""}]",claude-opus-5,opus_adjudication,discovery=frame_free_sweep; ENA taxon=(blank),,,triage_verdict,True,,Infant gut microbiome samples Gastrointestinal Microbiome and Allergic Proctocolitis cohort,740,740,2026-04-05,True,True,,False,growth_frame_free_sweep_2026-09-24,included,True,R3,R0,R2,R2,R0,R3,COH1817,Allergic Proctocolitis infant gut microbiome cohort,,0,1,42010622,3.659563666,150.16942446609266,1.0,NextSeq 500,bench,single_timepoint,,83.0,4.7250000000000005,multiple_supp_tables,False,740,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,False,0,740,https://www.ebi.ac.uk/ena/browser/view/PRJNA1445880,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1445880,0,0,0,740,0,0,0,False,0,0,no_infant_role_samples,,unknown (no infant-role samples),740,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,Goldstein C,Yassour M,9,1,The Hebrew University of Jerusalem,no_profiled_samples,0,no_profiled_samples,,0,0,0,0,0,
PRJNA1445932,include,included,0.8,,"[{""source"": ""study.title"", ""quote"": ""gut microbiota in 12-18-month- old children""}, {""source"": ""study.description"", ""quote"": ""Using shotgun metagenomics, we examined the effects""}]",claude-opus-5,opus_adjudication,discovery=frame_free_sweep; ENA taxon=(blank),,,triage_verdict,True,,Effect of a complementary feeding intervention on the gut microbiota in 12-18-month- old children,398,398,2026-07-19,False,False,,False,growth_frame_free_sweep_2026-09-24,included,True,R1,R3,R3,R3,R3,R0,COH2357,singleton study PRJNA1445932,,0,1,42669658,10.18655085,150.0,1.0,Illumina HiSeq X,gen2,single_timepoint,,75.0,5.475,fulltext_only,False,398,biosample,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,False,0,398,https://www.ebi.ac.uk/ena/browser/view/PRJNA1445932,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1445932,398,0,0,0,398,0,0,False,398,0,no_subject_evidence,398.0,"unknown (≤ 398, no subject evidence)",398,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,Huey SL,Mehta S,11,1,Cornell University,no_profiled_samples,0,no_profiled_samples,,398,0,0,0,0,
PRJNA1452547,include,included,0.75,,"[{""source"": ""study.title"", ""quote"": ""Chlorinated Water Effects on Infant Gut Microbiota""}, {""source"": ""study.description"", ""quote"": ""impact of chlorinated drinking water on the gut microbiome of infants""}, {""source"": ""sample.attr.environmental_medium"", ""quote"": ""stool""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,,triage_verdict,True,,Chlorinated Water Effects on Infant Gut Microbiota,299,299,2026-04-15,True,False,,True,enumeration_v1,included,True,R3,R3,R3,R3,R0,R2,COH0105,Parkin 2026 Australia,,0,1,42129350,2.856570235,144.90970730861218,1.0,Illumina NovaSeq 6000,gen3,single_timepoint,Australia: Perth,166.0,3.675,one_supp_table,False,299,biosample,0.5050167224080268,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,173.0,2.0,True,0,299,https://www.ebi.ac.uk/ena/browser/view/PRJNA1452547,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1452547,299,0,0,0,299,0,0,False,299,299,subject_ids,173.0,173,299,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,Parkin K,Martino D,8,1,The Kids Research Institute Australia,no_profiled_samples,0,no_profiled_samples,,299,0,0,0,0,
PRJNA1452619,include,included,0.9066666666666666,,"[{""source"": ""study.title"", ""quote"": ""Microbiome and growth faltering in Indian Infants""}, {""source"": ""study.description"", ""quote"": ""birth 3 6 and 12 months using whole-body potassium counting""}, {""source"": ""sample.attr.isolation_source"", ""quote"": ""human gut""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,,triage_verdict,True,,Microbiome and growth faltering in Indian Infants,159,159,2026-05-13,True,False,,False,enumeration_v1,included,True,R0,R0,R0,R0,R0,R0,COH0390,singleton study PRJNA1452619,NEMO,0,0,,5.308508888,151.0,0.9937106918238994,Illumina NovaSeq X Plus,gen3,single_timepoint,India,346.0,0.5,abstract_only,False,159,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,31,159,https://www.ebi.ac.uk/ena/browser/view/PRJNA1452619,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1452619,0,0,0,128,0,31,0,False,0,0,no_infant_role_samples,,unknown (no infant-role samples),159,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,,,0,0,All India Institute of Medical Sciences-Bhubaneswar,no_profiled_samples,0,no_profiled_samples,,0,0,0,0,0,
PRJNA1468137,include,included,0.96,,"[{""source"": ""study.description"", ""quote"": ""metagenomically sequenced 4,526 longitudinal fecal samples""}, {""source"": ""study.description"", ""quote"": ""714 mother-infant pairs in the Dutch birth cohort""}, {""source"": ""study.description"", ""quote"": ""to one year postpartum""}]",claude-opus-5,opus_adjudication,discovery=frame_free_sweep; ENA taxon=(blank),2200.0,,triage_verdict,True,,Maternal influences on infant gut microbiome and health,4749,4749,2026-05-31,True,True,,False,growth_frame_free_sweep_2026-09-24,included,True,R4,R4,R4,R4,R4,R4,COH2359,singleton study PRJNA1468137,Breast Milk;Dutch Lifelines NEXT;Lifelines;Lifelines NEXT,0,1,42587158,4.00391273,147.89134803826386,1.0,Illumina NovaSeq 6000,gen3,single_timepoint,,234.0,1.4999999999999998,abstract_only,False,4749,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,False,172,4577,https://www.ebi.ac.uk/ena/browser/view/PRJNA1468137,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1468137,0,0,4577,0,0,172,0,True,0,0,no_infant_role_samples,,unknown (no infant-role samples),4749,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,Sinha T,Zhernakova A,39,1,University Medical Center Groningen,no_profiled_samples,0,no_profiled_samples,,0,0,0,0,0,
PRJNA1472032,include,included,0.85,,"[{""source"": ""study.title"", ""quote"": ""maternal and infant gut microbiome samples""}, {""source"": ""study.description"", ""quote"": ""raw metagenomic sequencing reads""}, {""source"": ""run.library_strategy"", ""quote"": ""WGS""}]",claude-opus-5,opus_adjudication,discovery=frame_free_sweep; ENA taxon=(blank),,,triage_verdict,True,,Metagenomic profiling of maternal and infant gut microbiome samples,33,54,2026-08-22,True,True,,False,growth_frame_free_sweep_2026-09-24,included,True,R0,R0,R0,R0,R0,R0,COH2358,singleton study PRJNA1472032,,0,0,,0.253697818,151.0,1.0,Illumina NovaSeq 6000,gen3,longitudinal_2-4,,394.0,0.5,abstract_only,False,33,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,False,0,33,https://www.ebi.ac.uk/ena/browser/view/PRJNA1472032,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1472032,0,0,0,33,0,0,0,False,0,0,no_infant_role_samples,,unknown (no infant-role samples),33,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,,,0,0,University of Nebraska Medical Center,no_profiled_samples,0,no_profiled_samples,,0,0,0,0,0,
PRJNA1476247,include,included,0.4000000000000001,,"[{""source"": ""study.title"", ""quote"": ""children with presumptive TB in Uganda""}, {""source"": ""sample.attr.environmental_medium"", ""quote"": ""feces""}, {""source"": ""study.description"", ""quote"": ""stool samples of children undergoing assessment for pulmonary TB""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,stool/gut,triage_verdict,True,,Evaluating metagenomic sequencing as a stool-based diagnostic in children with presumptive TB in Uganda Jun 3 26,174,174,2026-06-10,False,False,yes,False,enumeration_v1,included,True,R0,R0,R0,R0,R0,R0,COH0393,singleton study PRJNA1476247,,0,0,,2.6248159015,121.64246245731783,1.0,Illumina NovaSeq X Plus,gen3,single_timepoint,Uganda,343.0,0.5,abstract_only,False,174,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,,,False,0,174,https://www.ebi.ac.uk/ena/browser/view/PRJNA1476247,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1476247,0,0,0,174,0,0,0,False,0,0,no_infant_role_samples,,unknown (no infant-role samples),174,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,,,0,0,University of California Berkeley,no_profiled_samples,0,no_profiled_samples,,0,0,0,0,0,
PRJNA1490646,include,included,0.9,,"[{""source"": ""study.title"", ""quote"": ""Gut Microbiome of Pregnancy and Infancy""}, {""source"": ""study.description"", ""quote"": ""infant gut during the first year of life""}, {""source"": ""sample.attr.isolation_source"", ""quote"": ""vaginal_swab | Mother_stool | Child_stool""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,,triage_verdict,True,,Gut Microbiome of Pregnancy and Infancy,319,319,2026-08-09,True,False,,False,enumeration_v1,included,True,R0,R0,R3,R0,R0,R0,COH0395,singleton study PRJNA1490646,,0,0,,,,1.0,Illumina NovaSeq 6000,gen3,single_timepoint,USA: Michigan,283.0,1.2,fulltext_only,False,319,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,False,136,183,https://www.ebi.ac.uk/ena/browser/view/PRJNA1490646,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1490646,0,0,0,183,0,136,0,False,0,0,no_infant_role_samples,,unknown (no infant-role samples),319,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,,,0,0,Michigan State University,no_profiled_samples,0,no_profiled_samples,,0,0,0,0,0,
PRJNA1502892,include,included,0.96,,"[{""source"": ""study.description"", ""quote"": ""weekly stools were collected... from hospitalized preterm infants""}, {""source"": ""study.description"", ""quote"": ""analyzed using whole metagenome sequencing""}, {""source"": ""study.description"", ""quote"": ""postnatal age (PNA) less than or equal to 2 months""}]",claude-opus-5,opus_adjudication,discovery=frame_free_sweep; ENA taxon=(blank),,,triage_verdict,True,,"Associations between antibiotic exposure intensity, intestinal microbiome perturbations, and outcomes in premature neonates with bacteremia",390,390,2026-07-30,True,True,,False,growth_frame_free_sweep_2026-09-24,included,True,R3,R3,R3,R3,R3,R0,COH2363,singleton study PRJNA1502892,,0,1,40490486,,,1.0,Illumina NovaSeq X,gen3,single_timepoint,,148.0,3.825,fulltext_only,False,390,biosample,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,False,0,390,https://www.ebi.ac.uk/ena/browser/view/PRJNA1502892,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1502892,390,0,0,0,390,0,0,False,390,0,no_subject_evidence,390.0,"unknown (≤ 390, no subject evidence)",390,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,Hendricks H,Banerjee R,6,1,Vanderbilt University Medical Center,no_profiled_samples,0,no_profiled_samples,,390,0,0,0,0,
PRJNA1504428,include,included,0.75,,"[{""source"": ""study.description"", ""quote"": ""whole metagenome shotgun sequencing data generated from stool samples""}, {""source"": ""study.description"", ""quote"": ""children under five years of age annually""}, {""source"": ""study.title"", ""quote"": ""Gut microbiomes in children with complicated severe acute malnutrition""}]",claude-opus-5,opus_adjudication,discovery=frame_free_sweep; ENA taxon=(blank),,,triage_verdict,True,,Gut microbiomes in children with complicated severe acute malnutrition during hospitalisation and long-term follow-up,685,685,2026-08-01,False,False,,False,growth_frame_free_sweep_2026-09-24,included,True,R0,R0,R0,R0,R0,R0,COH2364,singleton study PRJNA1504428,,0,0,,1.810256077,146.84568619841264,1.0,Illumina HiSeq X,gen2,single_timepoint,,324.0,0.5,abstract_only,False,685,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,False,0,685,https://www.ebi.ac.uk/ena/browser/view/PRJNA1504428,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1504428,0,0,0,685,0,0,0,False,0,0,no_infant_role_samples,,unknown (no infant-role samples),685,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,,,0,0,UBC,no_profiled_samples,0,no_profiled_samples,,0,0,0,0,0,
PRJNA1513446,include,included,0.9,,"[{""source"": ""study.title"", ""quote"": ""meconium microbiota of neonates""}, {""source"": ""study.description"", ""quote"": ""Neonatal gut dysbiosis of Fetal Growth Restriction""}, {""source"": ""run.library_source"", ""quote"": ""METAGENOMIC""}]",claude-opus-5,opus_adjudication,discovery=frame_free_sweep; ENA taxon=(blank),,,triage_verdict,True,,Metagenomic sequencing of meconium microbiota of neonates,44,44,2026-08-28,True,True,,False,growth_frame_free_sweep_2026-09-24,included,True,R1,R0,R0,R0,R0,R0,COH2362,singleton study PRJNA1513446,,44,0,,5.377342349999999,150.0,1.0,Illumina NovaSeq 6000,gen3,single_timepoint,,242.0,3.1999999999999997,archive_attributes_only,False,44,biosample,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,1.0,False,0,44,https://www.ebi.ac.uk/ena/browser/view/PRJNA1513446,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1513446,44,0,0,0,44,0,0,False,44,44,subject_ids_all_distinct,44.0,≤ 44 (one subject id per sample),44,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,,,0,0,"Peking University Third Hospital, Beijing",no_profiled_samples,0,no_profiled_samples,,44,0,0,0,0,
PRJNA1513833,include,included,0.72,,"[{""source"": ""study.title"", ""quote"": ""CHILDREN UNDER FIVE YEARS WITH ACUTE GASTROENTERITIS""}, {""source"": ""sample.attr.isolation_source"", ""quote"": ""Human stool""}, {""source"": ""run.library_strategy"", ""quote"": ""WGS""}]",claude-opus-5,opus_adjudication,,3.0,stool/gut,triage_verdict,True,,"ENTERIC VIRAL DETECTION AND BACTERIAL MICROBIOME PROFILES IN CHILDREN UNDER FIVE YEARS WITH ACUTE GASTROENTERITIS IN EMBU COUNTY, KENYA",5,5,2026-08-24,False,False,yes,False,enumeration_v1,included,True,R0,R0,R0,R0,R0,R0,COH0396,singleton study PRJNA1513833,,0,0,,,,1.0,Illumina MiSeq,bench,single_timepoint,Kenya: Embu,422.0,0.5,abstract_only,False,5,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,False,0,5,https://www.ebi.ac.uk/ena/browser/view/PRJNA1513833,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1513833,0,0,5,0,0,0,0,True,0,0,no_infant_role_samples,,unknown (no infant-role samples),5,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,,,0,0,University of Embu,no_profiled_samples,0,no_profiled_samples,,0,0,0,0,0,
PRJNA215102,include,included,0.9166666666666666,,"[{""source"": ""study.title"", ""quote"": ""Premature infant gut Metagenome""}, {""source"": ""study.description"", ""quote"": ""third week of life of a premature male infant""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,9.0,gut/stool,triage_verdict,True,,Premature infant gut Metagenome,1,1,2013-12-07,True,True,,True,enumeration_v1,included,True,R3,R3,R3,R3,R1,R3,COH0107,Brown 2013 USA,,1,1,24451181,25.381727396,93.35779826299665,1.0,Illumina HiSeq 2000,gen1,single_timepoint,USA: Comer Children's Hospital at the University of Chicago,322.0,4.825,fulltext_only,False,1,biosample,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,False,0,1,https://www.ebi.ac.uk/ena/browser/view/PRJNA215102,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA215102,1,0,0,0,1,0,0,False,1,0,no_subject_evidence,1.0,"unknown (≤ 1, no subject evidence)",1,0,1,1.0,0.0,1.825150702914445,1,1.0,full,0.0,0.0,0.0,86.38,81.29,False,,Brown CT,Banfield JF,6,1,"University of California, Berkeley",catalog_scope_adequate_depth,1,catalog_scope_adequate_depth,,1,0,0,0,0,
